,company_name,Company Founders,Top positive news,Top negative news,Overall Sentiment,Investments,Acquisition
0,intel,"Gordon Moore, Robert Noyce","And Now Let Us Praise, and Consider the Absurd ...","         Moore's Law Is Dead. Now What? - Built In
TSMC Is Stuck in the Middle of a Global Panic O...
Intel mastermind, Silicon Valley statesman Andy...
Andy Grove, former Intel CEO and personal compu...",Positive - Good for Investment,4913606778.0,12.0
